date, pm25, pm10
2018/5/24, 21, 21
2018/5/25, 27, 17
2018/5/26, 32, 26
2018/5/27, 23, 16
2018/5/28, 20, 16
2018/5/29, 19, 22
2018/5/30, 15, 19
2018/5/31, 17, 29
2018/6/1, 23, 18
2018/6/2, 17, 14
2018/6/3, 25, 17
2018/6/4, 24, 21
2018/6/5, 12, 19
2018/6/6, 18, 24
2018/6/12, 9, 19
2018/6/13, 11, 30
2018/6/14, 20, 15
2018/6/15, 12, 16
2018/6/16, 12, 10
2018/6/17, 18, 9
2018/6/18, 14, 17
2018/6/19, 19, 12
2018/6/20, 15, 15
2018/6/21, 20, 29
2018/6/22, 23, 21
2018/6/23, 25, 15
2018/6/24, 22, 13
2018/6/25, 53, 30
2018/6/26, 14, 17
2018/6/27, 15, 22
2018/6/28, 16, 23
2018/6/29, 19, 17
2018/6/30, 16, 14
2018/7/1, 14, 16
2018/1/2, 47, 
2018/1/3, 12, 
2018/1/4, 11, 
2018/1/5, 17, 
2018/1/6, 23, 
2018/1/7, 37, 
2018/1/8, 29, 
2018/1/9, 21, 
2018/1/10, 14, 
2018/1/11, 19, 
2018/1/12, 25, 
2018/1/13, 39, 
2018/1/14, 37, 
2018/1/15, 26, 
2018/1/16, 29, 
2018/1/17, 33, 
2018/1/18, 26, 
2018/1/19, 12, 
2018/1/20, 15, 
2018/1/21, 17, 
2018/1/22, 19, 
2018/1/23, 13, 
2018/1/24, 22, 
2018/1/25, 9, 
2018/1/26, 11, 
2018/1/27, 10, 
2018/1/28, 11, 
2018/1/29, 23, 
2018/1/30, 34, 
2018/1/31, 11, 
2018/2/1, 16, 
2018/2/2, 20, 
2018/2/3, 22, 
2018/2/4, 15, 
2018/2/5, 13, 
2018/2/6, 17, 
2018/2/7, 14, 
2018/2/8, 14, 
2018/2/9, 11, 
2018/2/10, 14, 
2018/2/11, 30, 
2018/2/12, 24, 
2018/2/13, 24, 
2018/2/14, 36, 
2018/2/15, 36, 
2018/2/16, 44, 
2018/2/17, 30, 
2018/2/18, 29, 
2018/2/19, 20, 
2018/2/20, 30, 
2018/2/21, 37, 
2018/2/22, 42, 
2018/2/23, 30, 
2018/2/24, 34, 
2018/2/25, 22, 
2018/2/26, 14, 
2018/2/27, 18, 
2018/2/28, 15, 
2018/3/1, 18, 
2018/3/2, 12, 
2018/3/3, 19, 
2018/3/4, 32, 
2018/3/5, 39, 
2018/3/6, 20, 
2018/3/7, 29, 
2018/3/8, 32, 
2018/3/9, 17, 
2018/3/10, 20, 
2018/3/11, 30, 
2018/3/12, 27, 
2018/3/13, 18, 
2018/3/14, 17, 
2018/3/15, 20, 
2018/3/16, 24, 
2018/3/17, 30, 
2018/3/18, 36, 
2018/3/19, 14, 
2018/3/20, 19, 
2018/3/21, 22, 
2018/3/22, 21, 
2018/3/23, 11, 
2018/3/24, 11, 
2018/3/25, 16, 
2018/3/26, 18, 
2018/3/27, 10, 
2018/3/28, 15, 
2018/3/29, 13, 
2018/3/30, 16, 
2018/3/31, 10, 
2018/4/1, 22, 
2017/10/2, 16, 
2017/10/3, 24, 
2017/10/4, 19, 
2017/10/5, 28, 
2017/10/6, 33, 
2017/10/7, 31, 
2017/10/8, 12, 
2017/10/9, 19, 
2017/10/10, 27, 
2017/10/11, 22, 
2017/10/12, 13, 
2017/10/13, 14, 
2017/10/14, 22, 
2017/10/15, 24, 
2017/10/16, 34, 
2017/10/17, 33, 
2017/10/18, 29, 
2017/10/19, 23, 
2017/10/20, 27, 
2017/10/21, 12, 
2017/10/22, 11, 
2017/10/23, 19, 
2017/10/24, 27, 
2017/10/25, 46, 
2017/10/26, 63, 
2017/10/27, 52, 
2017/10/28, 59, 
2017/10/29, 71, 
2017/10/30, 58, 
2017/10/31, 31, 
2017/11/1, 40, 
2017/11/2, 48, 
2017/11/3, 46, 
2017/11/4, 51, 
2017/11/5, 70, 
2017/11/6, 40, 
2017/11/7, 44, 
2017/11/8, 69, 
2017/11/9, 58, 
2017/11/10, 50, 
2017/11/11, 52, 
2017/11/12, 46, 
2017/11/13, 47, 
2017/11/14, 23, 
2017/11/15, 18, 
2017/11/16, 35, 
2017/11/17, 18, 
2017/11/18, 12, 
2017/11/19, 39, 
2017/11/20, 37, 
2017/11/21, 17, 
2017/11/22, 33, 
2017/11/23, 36, 
2017/11/24, 13, 
2017/11/25, 12, 
2017/11/26, 27, 
2017/11/27, 19, 
2017/11/28, 15, 
2017/11/29, 19, 
2017/11/30, 33, 
2017/12/1, 23, 
2017/12/2, 18, 
2017/12/3, 28, 
2017/12/4, 40, 
2017/12/5, 38, 
2017/12/6, 49, 
2017/12/7, 66, 
2017/12/8, 67, 
2017/12/9, 62, 
2017/12/10, 39, 
2017/12/11, 38, 
2017/12/12, 51, 
2017/12/13, 38, 
2017/12/14, 48, 
2017/12/15, 58, 
2017/12/16, 27, 
2017/12/17, 28, 
2017/12/18, 19, 
2017/12/19, 21, 
2017/12/20, 16, 
2017/12/21, 19, 
2017/12/22, 21, 
2017/12/23, 40, 
2017/12/24, 36, 
2017/12/25, 46, 
2017/12/26, 38, 
2017/12/27, 36, 
2017/12/28, 52, 
2017/12/29, 73, 
2017/12/30, 51, 
2017/12/31, 23, 
2018/1/1, 43, 
2017/7/2, 25, 
2017/7/3, 27, 
2017/7/4, 22, 
2017/7/5, 35, 
2017/7/6, 47, 
2017/7/7, 32, 
2017/7/8, 33, 
2017/7/9, 20, 
2017/7/10, 27, 
2017/7/11, 19, 
2017/7/12, 25, 
2017/7/13, 24, 
2017/7/14, 23, 
2017/7/15, 30, 
2017/7/16, 31, 
2017/7/17, 16, 
2017/7/18, 13, 
2017/7/19, 42, 
2017/7/20, 30, 
2017/7/21, 19, 
2017/7/22, 16, 
2017/7/23, 29, 
2017/7/24, 25, 
2017/7/25, 15, 
2017/7/26, 17, 
2017/7/27, 22, 
2017/7/28, 21, 
2017/7/29, 24, 
2017/7/30, 24, 
2017/7/31, 25, 
2017/8/1, 20, 
2017/8/2, 41, 
2017/8/3, 73, 
2017/8/4, 79, 
2017/8/5, 111, 
2017/8/6, 108, 
2017/8/7, 98, 
2017/8/8, 104, 
2017/8/9, 98, 
2017/8/10, 124, 
2017/8/11, 126, 
2017/8/12, 125, 
2017/8/13, 98, 
2017/8/14, 36, 
2017/8/15, 12, 
2017/8/16, 26, 
2017/8/17, 25, 
2017/8/18, 26, 
2017/8/19, 23, 
2017/8/20, 42, 
2017/8/21, 42, 
2017/8/22, 36, 
2017/8/23, 38, 
2017/8/24, 52, 
2017/8/25, 42, 
2017/8/26, 48, 
2017/8/27, 27, 
2017/8/28, 28, 
2017/8/29, 52, 
2017/8/30, 79, 
2017/8/31, 96, 
2017/9/1, 54, 
2017/9/2, 56, 
2017/9/3, 65, 
2017/9/4, 73, 
2017/9/5, 186, 
2017/9/6, 250, 
2017/9/10, 60, 
2017/9/11, 42, 
2017/9/12, 50, 
2017/9/13, 53, 
2017/9/14, 44, 
2017/9/15, 111, 
2017/9/16, 99, 
2017/9/17, 65, 
2017/9/18, 45, 
2017/9/19, 53, 
2017/9/20, 13, 
2017/9/21, 14, 
2017/9/22, 24, 
2017/9/23, 29, 
2017/9/24, 22, 
2017/9/25, 26, 
2017/9/26, 29, 
2017/9/27, 30, 
2017/9/28, 31, 
2017/9/29, 32, 
2017/9/30, 32, 
2017/10/1, 17, 
2017/4/2, 40, 
2017/4/3, 32, 
2017/4/4, 33, 
2017/4/5, 37, 
2017/4/6, 43, 
2017/4/7, 45, 
2017/4/8, 27, 
2017/4/9, 28, 
2017/4/10, 33, 
2017/4/11, 32, 
2017/4/12, 33, 
2017/4/13, 32, 
2017/4/14, 29, 
2017/4/15, 29, 
2017/4/16, 27, 
2017/4/17, 39, 
2017/4/18, 36, 
2017/4/19, 34, 
2017/4/20, 36, 
2017/4/21, 39, 
2017/4/22, 37, 
2017/4/23, 36, 
2017/4/24, 30, 
2017/4/25, 23, 
2017/4/26, 32, 
2017/4/27, 27, 
2017/4/28, 30, 
2017/4/29, 29, 
2017/4/30, 33, 
2017/5/1, 30, 
2017/5/2, 26, 
2017/5/3, 33, 
2017/5/4, 34, 
2017/5/5, 33, 
2017/5/6, 35, 
2017/5/7, 31, 
2017/5/8, 34, 
2017/5/9, 39, 
2017/5/10, 39, 
2017/5/11, 45, 
2017/5/12, 52, 
2017/5/13, 28, 
2017/5/14, 27, 
2017/5/15, 28, 
2017/5/16, 28, 
2017/5/17, 32, 
2017/5/18, 30, 
2017/5/19, 35, 
2017/5/20, 39, 
2017/5/21, 45, 
2017/5/22, 42, 
2017/5/23, 43, 
2017/5/24, 42, 
2017/5/25, 28, 
2017/5/26, 33, 
2017/5/27, 35, 
2017/5/28, 38, 
2017/5/29, 51, 
2017/5/30, 43, 
2017/5/31, 47, 
2017/6/1, 34, 
2017/6/2, 32, 
2017/6/3, 21, 
2017/6/4, 34, 
2017/6/5, 36, 
2017/6/6, 36, 
2017/6/7, 45, 
2017/6/14, 14, 
2017/6/15, 12, 
2017/6/16, 18, 
2017/6/17, 9, 
2017/6/18, 13, 
2017/6/19, 13, 
2017/6/20, 10, 
2017/6/21, 14, 
2017/6/22, 8, 
2017/6/23, 14, 
2017/6/24, 19, 
2017/6/27, 24, 
2017/6/28, 18, 
2017/6/29, 42, 
2017/6/30, 13, 
2017/7/1, 19, 
2017/1/3, 37, 
2017/1/4, 49, 
2017/1/5, 50, 
2017/1/6, 69, 
2017/1/7, 96, 
2017/1/8, 92, 
2017/1/9, 44, 
2017/1/10, 49, 
2017/1/11, 43, 
2017/1/12, 54, 
2017/1/13, 81, 
2017/1/14, 86, 
2017/1/15, 103, 
2017/1/16, 82, 
2017/1/17, 114, 
2017/1/18, 100, 
2017/1/19, 53, 
2017/1/20, 32, 
2017/1/21, 48, 
2017/1/22, 38, 
2017/1/23, 35, 
2017/1/24, 47, 
2017/1/25, 40, 
2017/1/26, 46, 
2017/1/27, 51, 
2017/1/28, 61, 
2017/1/29, 78, 
2017/1/30, 72, 
2017/1/31, 70, 
2017/2/1, 48, 
2017/2/2, 58, 
2017/2/3, 46, 
2017/2/4, 36, 
2017/2/5, 51, 
2017/2/6, 41, 
2017/2/7, 30, 
2017/2/8, 49, 
2017/2/9, 53, 
2017/2/10, 35, 
2017/2/11, 28, 
2017/2/12, 40, 
2017/2/13, 70, 
2017/2/14, 66, 
2017/2/15, 59, 
2017/2/16, 52, 
2017/2/17, 34, 
2017/2/18, 40, 
2017/2/19, 46, 
2017/2/20, 36, 
2017/2/21, 32, 
2017/2/22, 46, 
2017/2/23, 41, 
2017/2/24, 62, 
2017/2/25, 51, 
2017/2/26, 54, 
2017/2/27, 41, 
2017/2/28, 40, 
2017/3/1, 31, 
2017/3/2, 28, 
2017/3/3, 34, 
2017/3/4, 32, 
2017/3/5, 31, 
2017/3/6, 33, 
2017/3/7, 31, 
2017/3/8, 36, 
2017/3/9, 39, 
2017/3/10, 35, 
2017/3/11, 30, 
2017/3/12, 35, 
2017/3/13, 32, 
2017/3/14, 41, 
2017/3/15, 28, 
2017/3/16, 23, 
2017/3/17, 28, 
2017/3/18, 39, 
2017/3/19, 28, 
2017/3/20, 33, 
2017/3/21, 34, 
2017/3/22, 33, 
2017/3/23, 33, 
2017/3/24, 33, 
2017/3/25, 33, 
2017/3/26, 28, 
2017/3/27, 29, 
2017/3/28, 31, 
2017/3/29, 26, 
2017/3/30, 30, 
2017/3/31, 32, 
2017/4/1, 44, 
2016/10/2, 37, 
2016/10/3, 44, 
2016/10/4, 40, 
2016/10/5, 49, 
2016/10/6, 36, 
2016/10/7, 36, 
2016/10/8, 27, 
2016/10/9, 23, 
2016/10/10, 22, 
2016/10/11, 31, 
2016/10/12, 42, 
2016/10/13, 57, 
2016/10/14, 65, 
2016/10/15, 25, 
2016/10/16, 28, 
2016/10/17, 25, 
2016/10/18, 30, 
2016/10/19, 35, 
2016/10/20, 41, 
2016/10/21, 48, 
2016/10/22, 49, 
2016/10/23, 44, 
2016/10/24, 55, 
2016/10/25, 60, 
2016/10/26, 45, 
2016/10/27, 60, 
2016/10/28, 49, 
2016/10/29, 47, 
2016/10/30, 66, 
2016/10/31, 61, 
2016/11/1, 30, 
2016/11/2, 31, 
2016/11/3, 47, 
2016/11/4, 61, 
2016/11/5, 62, 
2016/11/6, 71, 
2016/11/7, 49, 
2016/11/8, 37, 
2016/11/9, 48, 
2016/11/10, 54, 
2016/11/11, 57, 
2016/11/12, 59, 
2016/11/13, 45, 
2016/11/14, 33, 
2016/11/15, 33, 
2016/11/16, 28, 
2016/11/17, 37, 
2016/11/18, 54, 
2016/11/19, 50, 
2016/11/20, 46, 
2016/11/21, 48, 
2016/8/30, 22, 
2016/8/31, 42, 
2016/9/1, 40, 
2016/9/2, 20, 
2016/9/3, 22, 
2016/9/4, 25, 
2016/9/5, 24, 
2016/9/6, 26, 
2016/9/7, 20, 
2016/9/8, 17, 
2016/9/9, 27, 
2016/9/10, 30, 
2016/9/11, 28, 
2016/9/12, 25, 
2016/9/13, 22, 
2016/9/14, 35, 
2016/9/15, 35, 
2016/9/16, 41, 
2016/9/17, 45, 
2016/9/18, 30, 
2016/9/19, 23, 
2016/9/20, 25, 
2016/9/21, 35, 
2016/9/22, 34, 
2016/9/23, 23, 
2016/9/24, 33, 
2016/9/25, 27, 16
2016/9/26, 33, 23
2016/9/27, 31, 33
2016/9/28, 32, 31
2016/9/29, 46, 37
2016/9/30, 44, 31
2016/10/1, 48, 9
2016/1/5, 10, 
2016/1/6, 18, 
2016/1/7, 23, 
2016/1/8, 43, 
2016/1/9, 32, 
2016/1/10, 50, 
2016/1/11, 7, 
2016/1/12, 22, 
2016/3/15, 16, 
2015/12/29, 34, 
2015/12/30, 39, 
2015/12/31, 49, 
2016/1/1, 55, 
2016/1/4, 10, 
2015/7/2, 33, 
2015/7/3, 48, 
2015/7/7, 56, 
2015/7/8, 73, 
2015/7/9, 67, 
2015/7/10, 58, 
2015/7/11, 55, 
2015/7/12, 40, 
2015/7/14, 10, 
2015/7/15, 12, 
2015/7/16, 22, 
2015/7/17, 20, 
2015/7/18, 8, 
2015/7/21, 19, 
2015/7/22, 15, 
2015/7/23, 15, 
2015/7/24, 16, 
2015/7/28, 25, 
2015/7/29, 15, 
2015/7/30, 18, 
2015/7/31, 22, 
2015/8/1, 28, 
2015/8/2, 45, 
2015/8/3, 98, 
2015/8/4, 94, 
2015/8/5, 30, 
2015/8/6, 32, 
2015/8/7, 22, 
2015/8/8, 27, 
2015/8/9, 24, 
2015/8/10, 25, 
2015/8/11, 45, 
2015/8/12, 34, 
2015/8/13, 61, 
2015/8/14, 63, 
2015/8/15, 100, 
2015/8/16, 49, 
2015/8/17, 58, 
2015/8/18, 91, 
2015/8/19, 109, 
2015/8/20, 81, 
2015/8/21, 59, 
2015/8/22, 159, 
2015/8/23, 89, 
2015/8/25, 165, 
2015/8/27, 132, 
2015/8/28, 128, 
2015/8/29, 69, 
2015/8/30, 97, 
2015/8/31, 19, 
2015/9/1, 11, 
2015/9/2, 10, 
2015/9/3, 11, 
2015/9/4, 8, 
2015/9/5, 22, 
2015/9/6, 15, 
2015/9/7, 14, 
2015/9/8, 11, 
2015/9/9, 15, 
2015/9/10, 20, 
2015/9/11, 15, 
2015/9/12, 29, 
2015/9/13, 32, 
2015/9/14, 23, 
2015/9/15, 27, 
2015/9/16, 19, 
2015/9/17, 19, 
2015/9/18, 20, 
2015/9/19, 12, 
2015/9/20, 13, 
2015/9/21, 12, 
2015/9/22, 16, 
2015/9/23, 22, 
2015/9/24, 26, 
2015/9/25, 42, 
2015/9/26, 47, 
2015/9/27, 29, 
2015/9/28, 27, 
2015/9/29, 45, 
2015/9/30, 70, 
2015/10/1, 62, 
2015/10/2, 64, 
2015/10/3, 62, 
2015/10/4, 44, 
2015/10/5, 25, 
2015/4/14, 4, 
2015/4/15, 13, 
2015/4/16, 15, 
2015/4/17, 17, 
2015/4/18, 28, 
2015/4/19, 26, 
2015/4/20, 36, 
2015/4/21, 31, 
2015/4/22, 32, 
2015/4/23, 21, 
2015/4/24, 19, 
2015/4/25, 13, 
2015/4/26, 15, 
2015/4/27, 21, 
2015/4/28, 17, 
2015/4/29, 18, 
2015/4/30, 14, 
2015/5/1, 10, 
2015/5/2, 30, 
2015/5/3, 22, 
2015/5/4, 28, 
2015/5/5, 25, 
2015/5/6, 18, 
2015/5/7, 13, 
2015/5/8, 15, 
2015/5/9, 16, 
2015/5/10, 21, 
2015/5/11, 38, 
2015/5/12, 32, 
2015/5/13, 21, 
2015/5/14, 19, 
2015/5/15, 14, 
2015/5/16, 27, 
2015/5/17, 23, 
2015/5/18, 15, 
2015/5/19, 13, 
2015/5/20, 12, 
2015/5/21, 9, 
2015/5/27, 20, 
2015/5/28, 17, 
2015/5/29, 21, 
2015/6/3, 5, 
2015/6/4, 8, 
2015/6/5, 9, 
2015/6/6, 16, 
2015/6/7, 30, 
2015/6/8, 39, 
2015/6/9, 31, 
2015/6/10, 27, 
2015/6/11, 29, 
2015/6/12, 39, 
2015/6/16, 11, 
2015/6/17, 29, 
2015/6/18, 31, 
2015/6/19, 27, 
2015/6/23, 25, 
2015/6/24, 27, 
2015/6/25, 30, 
2015/6/26, 26, 
2015/6/29, 40, 
2015/6/30, 57, 
2015/1/2, 2, 
2015/1/3, 2, 
2015/1/4, 4, 
2015/1/5, 3, 
2015/1/6, 21, 
2015/1/7, 52, 
2015/1/8, 20, 
2015/1/9, 20, 
2015/1/10, 26, 
2015/1/11, 48, 
2015/1/12, 64, 
2015/1/13, 35, 
2015/1/14, 36, 
2015/1/15, 56, 
2015/1/16, 26, 
2015/1/17, 22, 
2015/1/18, 27, 
2015/1/19, 9, 
2015/1/20, 26, 
2015/1/21, 39, 
2015/1/22, 26, 
2015/1/23, 40, 
2015/1/24, 46, 
2015/1/25, 38, 
2015/1/26, 33, 
2015/1/27, 21, 
2015/1/28, 33, 
2015/1/29, 30, 
2015/1/30, 30, 
2015/1/31, 30, 
2015/2/1, 17, 
2015/2/2, 32, 
2015/2/3, 11, 
2015/2/4, 22, 
2015/2/5, 29, 
2015/2/6, 11, 
2015/2/7, 13, 
2015/2/8, 8, 
2015/2/9, 5, 
2015/2/10, 8, 
2015/2/11, 12, 
2015/2/12, 21, 
2015/2/18, 21, 
2015/2/19, 27, 
2015/2/20, 38, 
2015/2/21, 33, 
2015/2/22, 35, 
2015/2/23, 37, 
2015/2/24, 47, 
2015/2/25, 49, 
2015/2/26, 55, 
2015/2/27, 30, 
2015/2/28, 27, 
2015/3/1, 21, 
2015/3/2, 43, 
2015/3/3, 40, 
2015/3/4, 22, 
2015/3/5, 50, 
2015/3/10, 24, 
2015/3/11, 35, 
2015/3/12, 44, 
2015/3/17, 8, 
2015/3/18, 17, 
2015/3/19, 17, 
2015/3/20, 23, 
2015/3/21, 23, 
2015/3/22, 23, 
2015/3/23, 9, 
2015/3/24, 11, 
2015/3/25, 11, 
2015/3/26, 9, 
2015/3/27, 4, 
2015/3/28, 7, 
2015/3/31, 11, 
2014/10/3, 19, 
2014/10/4, 26, 
2014/10/5, 32, 
2014/10/6, 32, 
2014/10/7, 24, 
2014/10/8, 25, 
2014/10/9, 24, 
2014/10/10, 33, 
2014/10/11, 39, 
2014/10/12, 18, 
2014/10/13, 9, 
2014/10/14, 15, 
2014/10/15, 16, 
2014/10/16, 13, 
2014/10/17, 10, 
2014/10/18, 18, 
2014/10/19, 31, 
2014/10/20, 37, 
2014/10/21, 27, 
2014/10/22, 8, 
2014/10/23, 13, 
2014/10/24, 7, 
2014/10/25, 21, 
2014/10/26, 25, 
2014/10/27, 10, 
2014/10/28, 18, 
2014/10/29, 59, 
2014/10/30, 41, 
2014/10/31, 50, 
2014/11/1, 55, 
2014/11/2, 32, 
2014/11/3, 20, 
2014/11/4, 13, 
2014/11/5, 12, 
2014/11/6, 23, 
2014/11/7, 36, 
2014/11/8, 18, 
2014/11/9, 64, 
2014/11/10, 50, 
2014/11/11, 27, 
2014/11/12, 12, 
2014/11/13, 9, 
2014/11/14, 22, 
2014/11/15, 49, 
2014/11/16, 75, 
2014/11/17, 67, 
2014/11/18, 85, 
2014/11/19, 80, 
2014/11/20, 75, 
2014/11/21, 74, 
2014/11/22, 77, 
2014/11/23, 17, 
2014/11/24, 25, 
2014/11/25, 16, 
2014/11/26, 17, 
2014/11/27, 40, 
2014/11/28, 18, 
2014/11/29, 5, 
2014/11/30, 39, 
2014/12/1, 45, 
2014/12/2, 29, 
2014/12/3, 39, 
2014/12/4, 35, 
2014/12/5, 31, 
2014/12/6, 30, 
2014/12/10, 28, 
2014/12/11, 12, 
2014/12/12, 8, 
2014/12/20, 2, 
2014/12/21, 2, 
2014/12/22, 3, 
2014/12/23, 3, 
2014/12/24, 3, 
2014/12/25, 2, 
2014/12/26, 4, 
2014/12/27, 3, 
2014/12/28, 3, 
2014/12/29, 2, 
2014/5/9, 13, 
2014/5/11, 32, 
2014/5/12, 9, 
2014/5/13, 21, 
2014/5/14, 63, 
2014/5/15, 160, 
2014/5/21, 33, 
2021/8/12, , 74
2021/7/18, , 29
2021/6/3, , 17
2021/6/18, , 13
2021/6/20, , 5
2021/6/21, , 13
2021/5/16, , 19
2021/5/20, , 5
2021/4/1, , 20
2021/4/17, , 17
2021/4/18, , 36
2021/4/19, , 7
2021/4/20, , 10
2020/7/10, , 13
2020/7/11, , 17
2020/7/12, , 18
2020/7/13, , 10
2020/4/1, , 8
2019/6/13, , 29
2019/6/14, , 23
2019/6/15, , 21
2019/6/16, , 23
2019/6/17, , 22
2019/6/18, , 29
2019/1/1, , 15
2018/12/18, , 5
2018/12/19, , 19
2018/6/7, , 29
2018/6/8, , 32
2018/6/9, , 7
2018/6/10, , 12
2018/6/11, , 12
